content_id,sha256,canonical_instance,canonical_run_path,family,variant,source_alias_count,source_alias_paths,repository_alias_count,repository_alias_paths,n_business,n_meetings,n_tables,n_total_slots,n_morning_slots,n_forbidden_assignments,n_fixed_meetings,n_direct_precedence_edges,dataset_source_page,dataset_archive_url,dataset_archive_sha256
b2b-68122efb4033d5e3,68122efb4033d5e39a7e9dc66d3e2614b688ae3f0c94b6f573bdd78cb33ac9ef,tic-13crafb.fixed020-Forb,data_table07_fixed/tic-13crafb.fixed020-Forb.dzn,fixed,fixed020,1,../noves/tic-13crafb.fixed020-Forb.dzn,1,data_table07_fixed/tic-13crafb.fixed020-Forb.dzn,46,184,21,10,10,0,36,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-68ff48a5ee0abf8c,68ff48a5ee0abf8c2b66c8a4047e59fad4922ef144103350f0b3d008b2927167,forumt-14.fixed020-Forb,data_table07_fixed/forumt-14.fixed020-Forb.dzn,fixed,fixed020,1,../noves/forumt-14.fixed020-Forb.dzn,1,data_table07_fixed/forumt-14.fixed020-Forb.dzn,60,237,27,10,10,14,47,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-6a1b93b13d1b6631,6a1b93b13d1b6631a23d477c882a2a5cb3ba1113c9911853836349d173490d61,tic-12crafc.forb0003,data_table06_forb/tic-12crafc.forb0003.dzn,forbidden,forb0003,1,../noves/tic-12crafc.forb0003.dzn,1,data_table06_forb/tic-12crafc.forb0003.dzn,42,125,16,8,8,1,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-6fbfa57997c0d7f3,6fbfa57997c0d7f36229a91b2530bec9ab94154be644954667bd0b6b33c5e421,ticf-13crafc.fixed020-Forb,data_table07_fixed/ticf-13crafc.fixed020-Forb.dzn,fixed,fixed020,1,../noves/ticf-13crafc.fixed020-Forb.dzn,1,data_table07_fixed/ticf-13crafc.fixed020-Forb.dzn,70,154,12,21,13,0,30,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-712e206c44dc5592,712e206c44dc5592412ee6d62c3bbc63ce8db3a09ab872135f0cca9603b84782,tic-13crafc.prec25,data_table08_prec/tic-13crafc.prec25.dzn,precedence,prec25,1,../noves/tic-13crafc.prec25.dzn,1,data_table08_prec/tic-13crafc.prec25.dzn,47,180,19,10,10,0,0,75,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-715ea3966fb51bac,715ea3966fb51bac30233ac7307a14a4053666a2e26ac5f1bab07a05bcd3a90c,forumt-14crafe.prec15,data_table08_prec/forumt-14crafe.prec15.dzn,precedence,prec15,1,../noves/forumt-14crafe.prec15.dzn,1,data_table08_prec/forumt-14crafe.prec15.dzn,60,236,24,10,10,14,0,41,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-73b3784d08c0e73c,73b3784d08c0e73c6dd49aa054796fb507945f2a7cddae90222a06594ba0dac5,tic-12crafc.forb0007,data_table06_forb/tic-12crafc.forb0007.dzn,forbidden,forb0007,1,../noves/tic-12crafc.forb0007.dzn,1,data_table06_forb/tic-12crafc.forb0007.dzn,42,125,16,8,8,2,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-7497bc72fdee2653,7497bc72fdee2653a57d45e99a94ff4c3be1d1fc77ab1a878bfbf156360b3ccc,forumt-14crafc.original,data_table03_origin/forumt-14crafc.original.dzn,original,original,1,../noves/forumt-14crafc.original.dzn,1,data_table03_origin/forumt-14crafc.original.dzn,60,237,25,10,10,14,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-75ed048ee1f7b55a,75ed048ee1f7b55a6d478e8ccc0befc8e7534e8f89293cb2abb694510bca9fc4,tic-13.prec25,data_table08_prec/tic-13.prec25.dzn,precedence,prec25,1,../noves/tic-13.prec25.dzn,1,data_table08_prec/tic-13.prec25.dzn,47,180,21,10,10,0,0,75,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-76ae0a9391630c04,76ae0a9391630c045a1b861aa0f9b85cb255d224b587e8c8187197144190002c,tic-14crafc.fixed040-Forb,data_table07_fixed/tic-14crafc.fixed040-Forb.dzn,fixed,fixed040,1,../noves/tic-14crafc.fixed040-Forb.dzn,1,data_table07_fixed/tic-14crafc.fixed040-Forb.dzn,60,237,25,10,10,0,94,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-7b042eef7f1c1940,7b042eef7f1c194076bf4c8164db16b189b98bab3af7f6f5d99d861f2ca4cab7,forum-14.original,data_table03_origin/forum-14.original.dzn,original,original,1,../noves/forum-14.original.dzn,1,data_table03_origin/forum-14.original.dzn,78,302,22,22,12,116,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-7cb4c41f402c628a,7cb4c41f402c628a8b208576a4be038c1d9818b60fae24c411e36efefa469652,forumt-14crafe.fixed020-Forb,data_table07_fixed/forumt-14crafe.fixed020-Forb.dzn,fixed,fixed020,1,../noves/forumt-14crafe.fixed020-Forb.dzn,1,data_table07_fixed/forumt-14crafe.fixed020-Forb.dzn,60,236,24,10,10,14,47,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-7d171f65c17cc788,7d171f65c17cc788144732b643e90d17836096a0a65ec62643d3d0a2a2a771c3,ticf-13crafa.fixed020-Forb,data_table07_fixed/ticf-13crafa.fixed020-Forb.dzn,fixed,fixed020,1,../noves/ticf-13crafa.fixed020-Forb.dzn,1,data_table07_fixed/ticf-13crafa.fixed020-Forb.dzn,70,154,14,21,13,0,30,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-83b4544ca9650041,83b4544ca965004171f61a7dd37c5e58b564d16be0488de1c693fd7566e30c92,forum-13.fixed020-Forb,data_table07_fixed/forum-13.fixed020-Forb.dzn,fixed,fixed020,1,../noves/forum-13.fixed020-Forb.dzn,1,data_table07_fixed/forum-13.fixed020-Forb.dzn,70,154,14,21,13,22,30,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-84ec011d0463f3ce,84ec011d0463f3cee2bd2f333cafa4285625b1510f0ee3a2e8ab33e157e26f54,tic-12.forb0003,data_table06_forb/tic-12.forb0003.dzn,forbidden,forb0003,1,../noves/tic-12.forb0003.dzn,1,data_table06_forb/tic-12.forb0003.dzn,42,125,21,8,8,1,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-86a0956fe38dec64,86a0956fe38dec643de93aa37ea129295b1bc505a4788df58ef01deb56db0f34,tic-13crafb.fixed040-Forb,data_table07_fixed/tic-13crafb.fixed040-Forb.dzn,fixed,fixed040,1,../noves/tic-13crafb.fixed040-Forb.dzn,1,data_table07_fixed/tic-13crafb.fixed040-Forb.dzn,46,184,21,10,10,0,73,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-86c3fb70b217e535,86c3fb70b217e535b344f6045cbf3e122be256f047e04a7bc4e9f1a0c2e0e4dd,forum-13.forb0003,data_table06_forb/forum-13.forb0003.dzn,forbidden,forb0003,2,../noves/forum-13.forb0003.dzn | ../noves/ticf-13crafa.forb0003.dzn,2,data_table06_forb/forum-13.forb0003.dzn | data_table06_forb/ticf-13crafa.forb0003.dzn,70,154,14,21,13,4,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-875f44095ffb4591,875f44095ffb459191299eb004fc155a0baa689617274d312a7ac857df520f60,ticf-13crafa.fixed040-Forb,data_table07_fixed/ticf-13crafa.fixed040-Forb.dzn,fixed,fixed040,1,../noves/ticf-13crafa.fixed040-Forb.dzn,1,data_table07_fixed/ticf-13crafa.fixed040-Forb.dzn,70,154,14,21,13,0,61,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-885e7e560d6f1e08,885e7e560d6f1e088a57c9364fc0bd9d7db9cd0755506b9f241ee188dcffb15c,forum-14.prec15,data_table08_prec/forum-14.prec15.dzn,precedence,prec15,1,../noves/forum-14.prec15.dzn,1,data_table08_prec/forum-14.prec15.dzn,78,302,22,22,12,116,0,53,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-8ce08d5c48b0b473,8ce08d5c48b0b47379cc6ea0e41b4aa43ef6f9ac4d64c4b15c0b51c29588ae91,ticf-14crafa.prec15,data_table08_prec/ticf-14crafa.prec15.dzn,precedence,prec15,1,../noves/ticf-14crafa.prec15.dzn,1,data_table08_prec/ticf-14crafa.prec15.dzn,78,302,22,22,12,0,0,53,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-8dae671d7946abe6,8dae671d7946abe68d764e4429258bb7a03fecc4e7368e956202fbfb3bf26abd,tic-13.fixed020-Forb,data_table07_fixed/tic-13.fixed020-Forb.dzn,fixed,fixed020,1,../noves/tic-13.fixed020-Forb.dzn,1,data_table07_fixed/tic-13.fixed020-Forb.dzn,47,180,21,10,10,0,36,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-8dd8bee6c427462c,8dd8bee6c427462c1e5f4a609a1d8c94f8456ef063cea4acabee5173c98b2ba5,tic-14crafa.original,data_table03_origin/tic-14crafa.original.dzn,original,original,1,../noves/tic-14crafa.original.dzn,1,data_table03_origin/tic-14crafa.original.dzn,60,237,27,10,10,0,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-914fbce8ca06e323,914fbce8ca06e3233a0f6dcdad07dd221935aa429136a0ec130768a8a4a067bd,forumt-14.forb0003,data_table06_forb/forumt-14.forb0003.dzn,forbidden,forb0003,2,../noves/forumt-14.forb0003.dzn | ../noves/tic-14crafa.forb0003.dzn,2,data_table06_forb/forumt-14.forb0003.dzn | data_table06_forb/tic-14crafa.forb0003.dzn,60,237,27,10,10,1,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-926b33733e2518a0,926b33733e2518a03fab5bdd93a92d0d4f963715fac1a202b8a7379d7234c139,ticf-14crafa.prec25,data_table08_prec/ticf-14crafa.prec25.dzn,precedence,prec25,1,../noves/ticf-14crafa.prec25.dzn,1,data_table08_prec/ticf-14crafa.prec25.dzn,78,302,22,22,12,0,0,126,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-93f09824d2e8aa74,93f09824d2e8aa7477c0aed951461cdaf879da204988e94ce9346f2147d2bb09,forum-14.fixed040-Forb,data_table07_fixed/forum-14.fixed040-Forb.dzn,fixed,fixed040,1,../noves/forum-14.fixed040-Forb.dzn,1,data_table07_fixed/forum-14.fixed040-Forb.dzn,78,302,22,22,12,116,120,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-94f696e127d80a35,94f696e127d80a35871e661a3531c6771df9e66dd525efbc164c265f8b2bfeb1,forum-13crafb.original,data_table03_origin/forum-13crafb.original.dzn,original,original,1,../noves/forum-13crafb.original.dzn,1,data_table03_origin/forum-13crafb.original.dzn,76,195,14,22,12,26,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-98c89b44712c196a,98c89b44712c196a672b5813289b100938774ed72ce7b940002f27d79f84ba50,tic-14crafc.prec15,data_table08_prec/tic-14crafc.prec15.dzn,precedence,prec15,1,../noves/tic-14crafc.prec15.dzn,1,data_table08_prec/tic-14crafc.prec15.dzn,60,237,25,10,10,0,0,44,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-9941602cc38f4c9a,9941602cc38f4c9ac6735c7764cbbd83f4c994da4e31402742629d1aacab42ce,tic-13crafc.forb0007,data_table06_forb/tic-13crafc.forb0007.dzn,forbidden,forb0007,1,../noves/tic-13crafc.forb0007.dzn,1,data_table06_forb/tic-13crafc.forb0007.dzn,47,180,19,10,10,3,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-99df5d460fc6f231,99df5d460fc6f231e0718d073fab1f0a755e7a6708287e568540608e91deac59,forumt-14crafd.fixed020-Forb,data_table07_fixed/forumt-14crafd.fixed020-Forb.dzn,fixed,fixed020,1,../noves/forumt-14crafd.fixed020-Forb.dzn,1,data_table07_fixed/forumt-14crafd.fixed020-Forb.dzn,60,236,25,10,10,14,47,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-9a5547dc248fa150,9a5547dc248fa150a18b4bcaf13d622f95a8f6d43a38ab2f056306c55e06480b,tic-14crafd.fixed040-Forb,data_table07_fixed/tic-14crafd.fixed040-Forb.dzn,fixed,fixed040,1,../noves/tic-14crafd.fixed040-Forb.dzn,1,data_table07_fixed/tic-14crafd.fixed040-Forb.dzn,60,236,25,10,10,0,94,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-9ca554a8cfe9d1ab,9ca554a8cfe9d1ab832ef80dab71f6da620952bbdd7dfe9198e1b527d9de5441,forumt-14crafc.forb0007,data_table06_forb/forumt-14crafc.forb0007.dzn,forbidden,forb0007,2,../noves/forumt-14crafc.forb0007.dzn | ../noves/tic-14crafc.forb0007.dzn,2,data_table06_forb/forumt-14crafc.forb0007.dzn | data_table06_forb/tic-14crafc.forb0007.dzn,60,237,25,10,10,4,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-9f40198b940d15c1,9f40198b940d15c1288198ac8af360d3679d0c7c34dd44180c705cdcfe9430c4,forum-14.forb0003,data_table06_forb/forum-14.forb0003.dzn,forbidden,forb0003,2,../noves/forum-14.forb0003.dzn | ../noves/ticf-14crafa.forb0003.dzn,2,data_table06_forb/forum-14.forb0003.dzn | data_table06_forb/ticf-14crafa.forb0003.dzn,78,302,22,22,12,5,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-a7570d62b5100ced,a7570d62b5100cedc5e1f6b93d4c5b7006b13a395891388708d737212ed76fbe,ticf-13crafc.original,data_table03_origin/ticf-13crafc.original.dzn,original,original,1,../noves/ticf-13crafc.original.dzn,1,data_table03_origin/ticf-13crafc.original.dzn,70,154,12,21,13,0,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-ae5d9496030cf4c6,ae5d9496030cf4c6b1ac6debe184b053977ae4588fefb961961e65a1c2e9e092,forum-14.forb0007,data_table06_forb/forum-14.forb0007.dzn,forbidden,forb0007,2,../noves/forum-14.forb0007.dzn | ../noves/ticf-14crafa.forb0007.dzn,2,data_table06_forb/forum-14.forb0007.dzn | data_table06_forb/ticf-14crafa.forb0007.dzn,78,302,22,22,12,12,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-af04b9353956aee3,af04b9353956aee3ee0934102bceed20801ec5850b81f132f3b341a8eddf1cba,tic-12.forb0007,data_table06_forb/tic-12.forb0007.dzn,forbidden,forb0007,1,../noves/tic-12.forb0007.dzn,1,data_table06_forb/tic-12.forb0007.dzn,42,125,21,8,8,2,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-b1fde45d449995b6,b1fde45d449995b65f156766a320e50df95242f1aaf08be960e52a57aa9b8dc8,tic-13.forb0003,data_table06_forb/tic-13.forb0003.dzn,forbidden,forb0003,1,../noves/tic-13.forb0003.dzn,1,data_table06_forb/tic-13.forb0003.dzn,47,180,21,10,10,1,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-b28349db7b32bd08,b28349db7b32bd081fd45a607344ea7248afd0095fb870b48e9215fc135c7793,forum-13.prec15,data_table08_prec/forum-13.prec15.dzn,precedence,prec15,1,../noves/forum-13.prec15.dzn,1,data_table08_prec/forum-13.prec15.dzn,70,154,14,21,13,22,0,14,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-b70f8aa2e0c49890,b70f8aa2e0c49890061b084e7006cc86b3ab0070df756437461afdf2b3ca19d7,ticf-13crafb.original,data_table03_origin/ticf-13crafb.original.dzn,original,original,1,../noves/ticf-13crafb.original.dzn,1,data_table03_origin/ticf-13crafb.original.dzn,76,195,14,22,12,0,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-b8151a9e9172903c,b8151a9e9172903c37834821c179f39c0139495cf70d84c412bb108e4c33d65a,ticf-14crafa.original,data_table03_origin/ticf-14crafa.original.dzn,original,original,1,../noves/ticf-14crafa.original.dzn,1,data_table03_origin/ticf-14crafa.original.dzn,78,302,22,22,12,0,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-b9c91887e61e0d8f,b9c91887e61e0d8f13fcd9b8d74b0fb6668eb3a99192e7f7081144c50dc75c1b,tic-12crafc.fixed040-Forb,data_table07_fixed/tic-12crafc.fixed040-Forb.dzn,fixed,fixed040,1,../noves/tic-12crafc.fixed040-Forb.dzn,1,data_table07_fixed/tic-12crafc.fixed040-Forb.dzn,42,125,16,8,8,0,50,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-ba64c2a5e8069340,ba64c2a5e80693401a95d356067448117658987065c28804f6e94a1141c552eb,ticf-13crafa.original,data_table03_origin/ticf-13crafa.original.dzn,original,original,1,../noves/ticf-13crafa.original.dzn,1,data_table03_origin/ticf-13crafa.original.dzn,70,154,14,21,13,0,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-bc408114f4d8e467,bc408114f4d8e467efbe770daeccda69e20eb1c51bc1b705fc518e7f501ac873,forumt-14.original,data_table03_origin/forumt-14.original.dzn,original,original,1,../noves/forumt-14.original.dzn,1,data_table03_origin/forumt-14.original.dzn,60,237,27,10,10,14,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-bce7dbf98aba5ccc,bce7dbf98aba5ccce85590a33d809ac8a70ca93b44969f94e876f0a97df4a065,forumt-14crafc.forb0003,data_table06_forb/forumt-14crafc.forb0003.dzn,forbidden,forb0003,2,../noves/forumt-14crafc.forb0003.dzn | ../noves/tic-14crafc.forb0003.dzn,2,data_table06_forb/forumt-14crafc.forb0003.dzn | data_table06_forb/tic-14crafc.forb0003.dzn,60,237,25,10,10,1,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-bec7950834fca08a,bec7950834fca08aaba431edc12efe0a43517ca37d8912f8960d16dbd45b0a0c,tic-14crafd.original,data_table03_origin/tic-14crafd.original.dzn,original,original,1,../noves/tic-14crafd.original.dzn,1,data_table03_origin/tic-14crafd.original.dzn,60,236,25,10,10,0,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-bf29dc2a22d8c0fb,bf29dc2a22d8c0fbb3a67b7edaa1b55631cf6f80f68a9f7296fa29c0c2ac7782,forum-13crafb.forb0003,data_table06_forb/forum-13crafb.forb0003.dzn,forbidden,forb0003,2,../noves/forum-13crafb.forb0003.dzn | ../noves/ticf-13crafb.forb0003.dzn,2,data_table06_forb/forum-13crafb.forb0003.dzn | data_table06_forb/ticf-13crafb.forb0003.dzn,76,195,14,22,12,5,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-bf7c95ce66b3ea36,bf7c95ce66b3ea368fd78b823211e4922f200081c7a66a64a6f93267d3432b14,tic-13crafc.prec15,data_table08_prec/tic-13crafc.prec15.dzn,precedence,prec15,1,../noves/tic-13crafc.prec15.dzn,1,data_table08_prec/tic-13crafc.prec15.dzn,47,180,19,10,10,0,0,35,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-c01cad6050109082,c01cad605010908283a22cd6327b688bc02bb90f058d47f1108329491cd0a8ea,forumt-14crafe.forb0003,data_table06_forb/forumt-14crafe.forb0003.dzn,forbidden,forb0003,1,../noves/forumt-14crafe.forb0003.dzn,1,data_table06_forb/forumt-14crafe.forb0003.dzn,60,236,24,10,10,1,0,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-c2d925ea7a03dab1,c2d925ea7a03dab16db11849fccb0a13165f05696f9cf9af04b918fb316bcdd2,tic-14crafc.fixed020-Forb,data_table07_fixed/tic-14crafc.fixed020-Forb.dzn,fixed,fixed020,1,../noves/tic-14crafc.fixed020-Forb.dzn,1,data_table07_fixed/tic-14crafc.fixed020-Forb.dzn,60,237,25,10,10,0,47,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-c2fe288a243d4a9f,c2fe288a243d4a9fcd1ed6183f409c4156949212767a77385e66a5f08ff3c379,tic-12.prec25,data_table08_prec/tic-12.prec25.dzn,precedence,prec25,1,../noves/tic-12.prec25.dzn,1,data_table08_prec/tic-12.prec25.dzn,42,125,21,8,8,0,0,53,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
b2b-c5eaf708c778ad6d,c5eaf708c778ad6de5d36adaa0f8b1cffbd9f5e75aa7c130dd6c567dcc7a903e,ticf-13crafc.fixed040-Forb,data_table07_fixed/ticf-13crafc.fixed040-Forb.dzn,fixed,fixed040,1,../noves/ticf-13crafc.fixed040-Forb.dzn,1,data_table07_fixed/ticf-13crafc.fixed040-Forb.dzn,70,154,12,21,13,0,61,0,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,ee1f440ab3f6db27ab712300ad3a54a31ffd5ec1e06f81a9ac37cb7202c56528
